"dbn","school_name","school_type","enrollment","survey_pp_RI","survey_pp_CT","survey_pp_SE","survey_pp_ES","survey_pp_SF","survey_pp_TR","QR_1_1","QR_1_2","QR_2_2","QR_3_4","QR_4_2","QR_1_4","QR_1_3","QR_3_1","QR_4_1","QR_5_1","Dates_of_Review","rating_ela_grade_8_pct_rs","rating_mth_grade_8_pct_rs","gender_female_pct","gender_male_pct","ELL","IEP","cap_sc_pct"
"11X455","Harry S Truman High School","High School","2,172","0.83","0.86","0.85","0.9","0.86","0.91","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Developing","Proficient","Developing","2017-05-01T00:00:00.000","2.64","2.31","0.409","0.591","0.07","0.228","0.109"
"11X508","Bronxdale High School","High School","448","0.83","0.94","0.78","0.96","0.95","0.96","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-10-01T00:00:00.000","2.8","2.51","0.489","0.511","0.069","0.239","0"
"11X509","High School of Language and Innovation","High School","366","No Data","No Data","No Data","0.95","0.93","1","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-05-01T00:00:00.000","2.05","2.18","0.432","0.568","0.801","0.046","0.003"
"11X513","New World High School","High School","365","0.79","0.91","0.79","0.93","0.87","0.93","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","2019-02-01T00:00:00.000","2.11","2.19","0.537","0.463","0.63","0.066","0"
"11X514","The Bronxwood Preparatory Academy","High School","354","0.84","0.91","0.83","0.9","0.86","0.93","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2017-11-01T00:00:00.000","2.59","2.15","0.571","0.429","0.056","0.246","0.006"
"11X542","Pelham Preparatory Academy","High School","495","0.7","0.89","0.77","0.89","0.83","0.91","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-11-01T00:00:00.000","2.88","2.59","0.463","0.537","0.063","0.242","0"
"11X544","High School for Contemporary Arts","High School","362","0.86","0.91","0.9","0.89","0.87","0.92","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","2017-03-01T00:00:00.000","2.49","2.14","0.566","0.434","0.171","0.238","0.064"
"11X545","Bronx Aerospace High School","High School","263","0.8","0.95","0.61","0.94","0.89","0.93","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-04-01T00:00:00.000","2.4","2.18","0.221","0.779","0.19","0.255","0.019"
"12X242","Mott Hall V","High School","363","0.69","0.78","0.63","0.83","0.92","0.89","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-11-01T00:00:00.000","2.68","2.38","0.504","0.496","0.099","0.259","0.077"
"12X248","Metropolitan High School, The","High School","273","0.67","0.69","0.52","0.54","0.67","0.64","Proficient","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","2020-02-01T00:00:00.000","2.39","2.11","0.473","0.527","0.256","0.311","0.033"
"12X251","Explorations Academy H.S.","High School","314","0.2","0.19","0.2","0.33","0.85","0.59","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2018-04-01T00:00:00.000","2.41","2.23","0.401","0.599","0.226","0.261","0"
"12X267","Bronx Latin","High School","315","0.79","0.88","0.74","0.87","0.92","0.91","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Proficient","2019-04-01T00:00:00.000","2.7","2.59","0.41","0.59","0.076","0.26","0"
"12X271","East Bronx Academy for the Future","High School","376","0.73","0.85","0.68","0.87","0.86","0.84","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2017-03-01T00:00:00.000","2.5","2.27","0.447","0.553","0.114","0.277","0.064"
"12X388","Pan American International High School at Monroe","High School","426","0.84","0.95","0.92","0.97","0.94","0.98","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-05-18T00:00:00.000","1.8","1.84","0.444","0.556","0.838","0.014","0"
"12X478","The Cinema School","High School","355","0.78","0.77","0.67","0.71","0.75","0.85","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","3.04","2.82","0.552","0.448","0.048","0.203","0"
"12X479","Bronx Career and College Preparatory High School","High School","275","0.73","0.81","0.61","0.84","0.87","0.91","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Developing","2017-05-01T00:00:00.000","2.46","2.17","0.505","0.495","0.167","0.316","0.011"
"12X511","Bronx Envision Academy","High School","393","0.81","0.87","0.75","0.93","0.9","0.95","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","2018-04-01T00:00:00.000","2.59","2.2","0.519","0.481","0.142","0.282","0.028"
"12X521","The Metropolitan Soundview High School","High School","422","0.7","0.85","0.67","1","0.9","0.92","Proficient","Proficient","Developing","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Developing","Proficient","2019-01-01T00:00:00.000","2.46","2.2","0.46","0.54","0.142","0.235","0.009"
"12X550","High School of World Cultures","High School","421","0.88","0.97","0.82","0.97","0.88","0.93","Developing","Developing","Proficient","Developing","Developing","Developing","Developing","Developing","Developing","Developing","2017-03-01T00:00:00.000","2.15","2.05","0.437","0.563","0.789","0.036","0"
"12X682","Fannie Lou Hamer Freedom High School","High School","463","0.91","0.93","0.97","0.96","0.98","0.98","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.39","2.11","0.445","0.555","0.119","0.296","0.086"
"12X684","Wings Academy","High School","394","0.46","0.83","0.56","0.86","0.86","0.93","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","2017-04-01T00:00:00.000","2.4","2.11","0.348","0.652","0.063","0.31","0.01"
"13K265","Dr. Susan S. McKinney Secondary School of the Arts","High School","210","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Developing","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Developing","2017-04-01T00:00:00.000","2.67","2.29","0.6","0.4","0.019","0.248","0.005"
"13K350","Urban Assembly School of Music and Art","High School","193","0.86","0.92","0.9","0.95","0.92","0.96","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.72","2.35","0.71","0.29","0.036","0.249","0.005"
"13K412","Brooklyn Community Arts & Media High School (BCAM)","High School","451","No Data","No Data","No Data","0.98","0.95","0.96","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2018-05-01T00:00:00.000","2.75","2.37","0.594","0.406","0.035","0.262","0.016"
"13K419","Science Skills Center High School for Science, Tec","High School","591","0.75","0.74","0.62","0.77","0.95","0.85","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","2018-04-01T00:00:00.000","3.01","2.9","0.381","0.619","0.029","0.118","0"
"13K430","Brooklyn Technical High School","High School","6,040","0.78","0.77","0.74","0.77","0.78","0.82","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2017-03-01T00:00:00.000","4.01","4.27","0.398","0.602","0","0.015","0"
